wallet_address,bot_type,confidence,trades,buys,sells,mints_traded,mean_buy_sol,median_hold_sec,mean_cu_price,cluster_size,burst_follow_rate,signature,reasons
367KUcfr1EzFnHzEM86XwrPcufHfFpKTmY3cwUSTGdBq,sybil,0.503,39,24,15,8,0.1237,304.4,250575,22,0.000,Sybil cluster (22 wallets) | 0.1237 SOL avg,Funding cluster: 22 wallets
Hg6zLxkv5U2BCb4HhezzddaXpui27775vvMY8xcuMaDd,sybil,0.500,6,3,3,2,0.0360,313.9,180620,14,0.000,Sybil cluster (14 wallets) | 0.0360 SOL avg,Funding cluster: 14 wallets
BankswzD5kNwEuj3fqGUgYuxcAet8gTVDvkfphxUFP6q,sybil,0.500,4,2,2,2,0.5274,589.1,2241330,55,0.000,Sybil cluster (55 wallets) | 0.5274 SOL avg,Funding cluster: 55 wallets
6Y5siWreTGk47WqXiGTNuH7hXX6sVBfcdnHanx42SGTN,early_exit,0.664,20,18,2,17,0.0011,44.0,434165,6,0.000,Early exit | 44s median hold,
4UGxWhWjpf3Y7W8oJNysdtVvwXr6jqKDdAqzwopjEmxc,metric_bot,0.508,6,4,2,4,0.0183,3424.7,6148707,1,0.250,Metric bot (25% burst-triggered) | 3425s hold,Consistent delay: std=0.00s
FemsmHqWYeFjizcEyDy2wYtC4qWMZeLti85MCtB3RGSu,sybil,0.500,4,2,2,2,0.0880,31.4,6666666,11,0.000,Sybil cluster (11 wallets) | 0.0880 SOL avg,Funding cluster: 9 wallets
HptbyT2GuCwAeVLiagTNHWZoN5PL6RRLV2vX6F8sD5QL,sybil,0.500,14,5,9,12,0.2568,540.8,6068478,9,0.000,Sybil cluster (9 wallets) | 0.2568 SOL avg,Funding cluster: 9 wallets
3T998tiaP8NEVCg7hG3RqzFUAnKMm9gYf15x5Y2WEpaq,sybil,0.505,78,36,42,43,0.0303,27.7,500000,15,0.000,Sybil cluster (15 wallets) | 0.0303 SOL avg,Funding cluster: 15 wallets
kdvRvVCFxq6zmVNjJbw98nwjKyeofJHQtzuWMGsFn64,metric_bot,0.502,10,5,5,5,0.0061,256.0,75000,2,0.400,Metric bot (40% burst-triggered) | 256s hold,
4EZt7XX856Jdgm25PkyhoCfiyZtPdNzW9PqQpaXR5SqE,deployer,1.000,2,1,1,1,1.2500,6.5,55000,1,0.000,Deployer (1 tokens),Created 1 token(s)
2J5827wzy2ZbtmwWQWGUxdbWVyc7rD8id6RaAphSqdjs,metric_bot,0.510,23,11,12,4,0.3511,48.1,8869564,1,0.727,Metric bot (73% burst-triggered) | 48s hold,Burst-triggered: 8/11 buys after bursts
HW31wqvwdixamndXb25NMS9VUVfNHfFnE1ENAMy7VibP,metric_bot,0.513,29,12,17,9,0.1179,50.9,5270114,6,0.750,Metric bot (75% burst-triggered) | 51s hold,Burst-triggered: 9/12 buys after bursts
5frjC2rvrFuLPhe9A2KWFcJd2mvQtW2c4EJ9jMJ5zeJB,sybil,0.500,7,4,3,4,0.6625,265.2,123848,50,0.000,Sybil cluster (50 wallets) | 0.6625 SOL avg,Funding cluster: 50 wallets
9Er2oQUff156fCXh121i3tEVnCgBFJVd9bCSRNC96GPh,sybil,0.500,8,2,6,2,0.0733,504.7,66666,41,0.000,Sybil cluster (41 wallets) | 0.0733 SOL avg,Funding cluster: 41 wallets
EKM8bDEWJreew89FCg6CABTiEyx1Z9npRGBCMNzzriWw,metric_bot,0.531,9,3,6,1,0.6654,10.9,10456187,6,1.000,Metric bot (100% burst-triggered) | 11s hold,Fast flips: 10.9s median hold
2GbxctYS4Rr1rUd3rsdjeBgexCR2Y19hNWc3pVW45aAx,metric_bot,0.542,21,11,10,11,0.3090,31.8,1000000,6,0.727,Metric bot (73% burst-triggered) | 32s hold,Burst-triggered: 8/11 buys after bursts; Template CU: variance=0
N7syFge7ec3773P7Z967hAJCR8KyNyNCGw1gFcHHQaM,metric_bot,0.576,6,3,3,3,0.0978,16.9,6666666,2,0.667,Metric bot (67% burst-triggered) | 17s hold,Template timing: CV=0.21; Template CU: variance=0; Fast flips: 16.9s median hold
Hx7V6UhnybwrDp7BrQK76R41w772WCkAMYGK46GmyXZb,metric_bot,0.504,12,7,5,5,0.4925,104.6,0,1,0.571,Metric bot (57% burst-triggered) | 105s hold,
87HxPLvuBDK7FfRJdLoWkdnz4B3paKnCeEr8dQSVM5gP,metric_bot,0.523,8,4,4,3,1.7111,136.3,6666666,3,0.500,Metric bot (50% burst-triggered) | 136s hold,Consistent delay: std=0.17s; Template CU: variance=0
2fasP5zzxe6USMiELuoT6jP4yk4HYf41ye3xzAcFz8Rc,sybil,0.509,15,11,4,2,0.4016,1710.8,1678070,54,0.000,Sybil cluster (54 wallets) | 0.4016 SOL avg,Funding cluster: 54 wallets
GmdEBtrfo6wdzhj8vCNefAXwz8zm1mGz6jjcyBEvvgFu,metric_bot,0.522,7,4,3,3,0.0799,1007.7,666666,1,0.500,Metric bot (50% burst-triggered) | 1008s hold,Template CU: variance=0
BmSjBhwZv6jTnkiTaQkrrCWBKRGbde8JSbhwhApAcNpx,sybil,0.503,113,51,62,50,0.2873,15.5,13706,28,0.000,Sybil cluster (28 wallets) | 0.2873 SOL avg,Funding cluster: 28 wallets
FX4bkzN1b6w5HbDuecjwA9eUg4vg9DHTjoDF79iZpnMU,metric_bot,0.526,6,3,3,3,0.0098,137.0,666666,2,0.667,Metric bot (67% burst-triggered) | 137s hold,Template CU: variance=0
DceSFBTLVn5KoBBvUpnzuXcNPn9uUTHdQnuN9DGivTqP,sybil,0.500,6,3,3,3,0.9989,124.3,232080,13,0.000,Sybil cluster (13 wallets) | 0.9989 SOL avg,Funding cluster: 13 wallets
dcgWrBBsUHHSYwH3p3njxPyqqgzCM1hwWXRhBkjpEJn,sybil,0.500,7,4,3,3,0.0670,5.0,280332,15,0.000,Sybil cluster (15 wallets) | 0.0670 SOL avg,Funding cluster: 15 wallets
krBhmTKWpwwDmK75wYK4YFdNK68g7nzN1cHUWTyiM6s,sybil,0.500,11,6,5,7,0.0581,219.7,10281504,27,0.000,Sybil cluster (27 wallets) | 0.0581 SOL avg,Funding cluster: 27 wallets
Agh2WaMApp4oAfGPRJJ78QuXvFQDK1aDzdiNtsCc8Hze,sybil,0.500,4,2,2,2,1.1063,177.9,154513,15,0.000,Sybil cluster (15 wallets) | 1.1063 SOL avg,Funding cluster: 15 wallets
8RZ7CZeseRMjYsPJMojyHi4dSvWjgcG8sgKNJ5iCzBMj,sybil,0.500,8,5,3,2,0.1282,1647.6,4861944,32,0.000,Sybil cluster (32 wallets) | 0.1282 SOL avg,Funding cluster: 32 wallets
CenN6P51JRvrcw9CYr6Xh253QA3d3LuSwLCTboijLBsy,sybil,0.500,7,4,3,4,0.4307,217.7,193507,50,0.000,Sybil cluster (50 wallets) | 0.4307 SOL avg,Funding cluster: 50 wallets
AbWPCGhDPfgUtb1y3rvCWVP3vCkbfmdgqugZgjkgL2nY,sybil,0.512,21,10,11,4,0.1225,28.1,5074167,17,0.000,Sybil cluster (17 wallets) | 0.1225 SOL avg,Funding cluster: 17 wallets; Concentrated volume: 59.7% in smallest 8 buys
8X3vuWzjYabpUSC7CG9p9wsVavmJukWNF3QeFsFz5KCv,sybil,0.500,6,3,3,3,0.7100,290.2,350000,15,0.000,Sybil cluster (15 wallets) | 0.7100 SOL avg,Funding cluster: 15 wallets
3dg3gV9Y1qvCbhNojQDkX7WFxgAQw1MBM6RggP7uAcHb,sybil,0.500,5,3,2,3,0.4352,197.3,222473,37,0.000,Sybil cluster (37 wallets) | 0.4352 SOL avg,Funding cluster: 37 wallets
Fcw6jaF6sL8TaLqQjuvsC8HB24XKpdL6c827fEVeSuG,sybil,0.500,4,2,2,2,0.1000,102.3,316781,25,0.000,Sybil cluster (25 wallets) | 0.1000 SOL avg,Funding cluster: 25 wallets
fADcJ8MCKC3KbwuBh7eXN743UKeamc5QeZQf7WaYHmL,sybil,0.502,44,31,13,9,0.0368,8.3,215442,11,0.000,Sybil cluster (11 wallets) | 0.0368 SOL avg,Funding cluster: 11 wallets; Micro-buys: 0.0200 SOL median
BLrqpA4Hg4me6nnLA6YET9fazkgF2CKHVxXNWwKiTqir,metric_bot,0.564,5,3,2,3,0.3044,238.8,194239,5,0.667,Metric bot (67% burst-triggered) | 239s hold,Consistent delay: std=0.11s
CoERFyE5KBGLCdaG1n1Tqj1bVMkffDE5MbhTrt4SZRAs,metric_bot,0.521,15,7,8,7,0.1373,573.6,3499740,1,0.857,Metric bot (86% burst-triggered) | 574s hold,Burst-triggered: 6/7 buys after bursts
2iG3PHX9M1n1H3xnuyrzqtVoG3zNmsGPKHcQuohk1eQh,metric_bot,0.513,9,5,4,5,0.0321,424.9,10636689,1,0.600,Metric bot (60% burst-triggered) | 425s hold,
82Jrh8JV2VA9ve23KwxRC9Sz1FsV3pKKhj62VDXFFtwf,sybil,0.500,4,3,1,2,0.1167,10.0,333333,22,0.000,Sybil cluster (22 wallets) | 0.1167 SOL avg,Funding cluster: 22 wallets
3iAi3SVnxfJBo4MjEtRBrosqgPuYjjG9DG45so6rJYU3,deployer,1.000,16,6,10,6,2.9630,4.6,5513885,5,0.000,Deployer (6 tokens),Created 6 token(s)
C3cdUdE6gBSEHqGkEkPJK6ZjmfL6HxU6SgxS5H2brUnP,metric_bot,0.549,62,24,38,24,1.9038,16.2,4002666,1,0.833,Metric bot (83% burst-triggered) | 16s hold,Burst-triggered: 20/24 buys after bursts; Consistent delay: std=0.29s; Fast flips: 16.2s median hold
2Qb6M8rq2znP3Bb7x2Kp9cNmfQSp4JZZbTtCkQ6XY9Qi,sybil,0.507,62,24,38,24,1.8771,16.2,4002666,9,0.000,Sybil cluster (9 wallets) | 1.8771 SOL avg,Funding cluster: 9 wallets
7YHxpr71Uvu7mJZoWWywAGAkydFBWCS4xrcPw662i3VA,sybil,0.501,8,5,3,2,0.0235,81.1,6666,25,0.000,Sybil cluster (25 wallets) | 0.0235 SOL avg,Funding cluster: 25 wallets; Micro-buys: 0.0196 SOL median
39uUc6GkpJXnC4JhbMn3pvYfuYVBCWyM4XQT8gqqfWAx,sybil,0.500,9,7,2,2,0.2896,3148.6,6666666,26,0.000,Sybil cluster (26 wallets) | 0.2896 SOL avg,Funding cluster: 26 wallets
6Z5udwZJfVe9ikA8ob3bDbyhtWwQ2DBZG4PWxNdzp3UN,sybil,0.500,4,4,0,2,0.5625,0.0,3514706,44,0.000,Sybil cluster (44 wallets) | 0.5625 SOL avg,Funding cluster: 44 wallets
B1q7d1v2SVsbpix8DssRjk6k71aifXpGRxacPjUQVoSM,sybil,0.505,41,21,20,21,0.0292,15.8,66666,20,0.000,Sybil cluster (20 wallets) | 0.0292 SOL avg,Funding cluster: 20 wallets
3exbN49P1PQsoVXqrj8a3PPnAEJQrHimudZdWfe9ytfc,deployer,1.000,2,2,0,1,0.2119,0.0,4533065,1,0.000,Deployer (1 tokens),Created 1 token(s)
6qCSP65Nd3LD99foUiUDxS65k5YPBMbjFFrcRPKtt8xb,sybil,0.501,12,6,6,6,0.0196,282.1,75000,25,0.000,Sybil cluster (25 wallets) | 0.0196 SOL avg,Funding cluster: 25 wallets; Micro-buys: 0.0196 SOL median
Ept6JH6ofNvsUnchBUG4U3UuDupu1rsAm39zzDDKsmC2,sybil,0.500,7,4,3,4,0.3274,164.6,188264,39,0.000,Sybil cluster (39 wallets) | 0.3274 SOL avg,Funding cluster: 39 wallets
CashZoe283ysvf6TejB62EcA43uTgjddoAacWCfxaKSd,sybil,0.511,26,15,11,7,0.8578,186.2,666666,50,0.000,Sybil cluster (50 wallets) | 0.8578 SOL avg,Funding cluster: 50 wallets
EwwtyWjh9bekAMUhpVczTruqYz3t3yDaoV3R1Vnq1Hx9,sybil,0.500,6,4,2,2,0.4644,104.8,666666,33,0.000,Sybil cluster (33 wallets) | 0.4644 SOL avg,Funding cluster: 33 wallets
C2wEn8MyxRembAKTxdjSyou6kAV721zwtvDghQuqHrds,sybil,0.500,9,5,4,5,2.1721,140.5,168816,42,0.000,Sybil cluster (42 wallets) | 2.1721 SOL avg,Funding cluster: 42 wallets
GZw7C2N93gf26gEwQjyLxcQ5e2bJs9YPLbMk529jXbVA,metric_bot,0.526,17,9,8,4,1.1114,189.7,6666666,6,0.667,Metric bot (67% burst-triggered) | 190s hold,Burst-triggered: 6/9 buys after bursts; Template CU: variance=0
9LZHE57mi52JRE8jWcLeuA6CdF8V2xCuo4bYFhXXkP6W,sybil,0.500,6,3,3,2,0.5027,311.4,63332434,10,0.000,Sybil cluster (10 wallets) | 0.5027 SOL avg,Funding cluster: 10 wallets
F767bnGV8a4jzzqWzHe7uSDgqQadfMP8QUbs3CuQNDHP,sybil,0.519,4,2,2,3,0.0098,590.6,366666,29,0.000,Sybil cluster (29 wallets) | 0.0098 SOL avg,Funding cluster: 29 wallets; Micro-buys: 0.0098 SOL median
6jDnZVcwhQQ4hktSVznVLkvVud1EHaizcdnumm3Jptqg,sybil,0.500,7,4,3,4,0.7324,58.2,125877,42,0.000,Sybil cluster (42 wallets) | 0.7324 SOL avg,Funding cluster: 42 wallets
3fnG5jT7LnjXUUmZgGkv7foqz7M5pa1VTamJRQwf5GUz,metric_bot,0.550,5,3,2,3,0.2914,198.3,197646,1,1.000,Metric bot (100% burst-triggered) | 198s hold,
2Mg1r2HbWVnEM6YLHffwDfArETkNdoTB8hST9sp5RAFD,sybil,0.514,3,2,1,2,0.0123,0.0,5675735,42,0.000,Sybil cluster (42 wallets) | 0.0123 SOL avg,Funding cluster: 28 wallets; Micro-buys: 0.0123 SOL median
AyaiZFtpHfSVDTtiH77QamHgWchZGEPigNd9dy9AfgmS,deployer,1.000,12,8,4,3,0.0214,6437.5,5813888,1,0.000,Deployer (3 tokens),Created 1 token(s)
FgJnYYu2pQEf7hNU1A9hUrtWv6d2dMji1mJz2b9RL1FM,sybil,0.500,5,3,2,3,0.2613,193.2,197646,38,0.000,Sybil cluster (38 wallets) | 0.2613 SOL avg,Funding cluster: 38 wallets
Gku3BD6Sgi2mEvr3aaUxNwBcrKjNgZCxKakf6NhmS4Uc,deployer,1.000,6,3,3,2,0.0030,175.7,100000,21,0.000,Deployer (2 tokens),Created 1 token(s)
BCxWz1vwvgAsMpeEX8YLLdjYwEPaUg97JfJemHAyPdsP,metric_bot,0.524,8,4,4,4,0.7541,23.5,140563,1,0.750,Metric bot (75% burst-triggered) | 23s hold,Fast flips: 23.5s median hold
CDzqhs3A4tmQiqMwaaMRBNWPrqgkW5JH1FBWnJN4FLE5,sybil,0.500,8,4,4,4,1.6189,152.6,186462,38,0.000,Sybil cluster (38 wallets) | 1.6189 SOL avg,Funding cluster: 38 wallets
8j3o9q2ddTRMYFwhKBU2JGiBD4wpS4dtMHXDCnUZrWfp,metric_bot,0.519,10,6,4,5,0.7617,99.0,191256,1,0.833,Metric bot (83% burst-triggered) | 99s hold,Burst-triggered: 5/6 buys after bursts
Aw5xe4Np1pRs8uAMxTjgDCQkCmqTGJ34kitZcq5D4wm5,metric_bot,0.524,11,6,5,5,1.7065,163.6,185842,1,1.000,Metric bot (100% burst-triggered) | 164s hold,Burst-triggered: 6/6 buys after bursts
CXU45FSg6amxz8FjrWXtmbUadgJC5zTfTGcDfE6ZDKRQ,sybil,0.512,19,11,8,5,0.8797,351.8,8333333,52,0.000,Sybil cluster (52 wallets) | 0.8797 SOL avg,Funding cluster: 52 wallets; Concentrated volume: 66.0% in smallest 8 buys
5ZJHSagiLUZ2NtpJVXXDv7316qAXoFELFbcAj8Lhfpa3,metric_bot,0.526,9,5,4,5,0.8959,83.6,133042,1,0.800,Metric bot (80% burst-triggered) | 84s hold,
EZb9NmAZTDN8tki9DoS2L6C4gEFucy57KsAFzbfut2gK,sybil,0.500,9,5,4,5,0.9011,90.5,133342,50,0.000,Sybil cluster (50 wallets) | 0.9011 SOL avg,Funding cluster: 50 wallets
9BVCZmpZBuBTAg7rvroyjUA8vKQKdTsShJGPpjrmzZEd,sybil,0.500,8,6,2,2,0.0250,102.9,7289101,55,0.000,Sybil cluster (55 wallets) | 0.0250 SOL avg,Funding cluster: 55 wallets
Cw1kh9k6c29hEW5sMqwjF18V3BbKaDR5dKG1mEUwBq2S,sybil,0.536,4,2,2,2,0.0005,3.3,2900000,39,0.000,Sybil cluster (39 wallets) | 0.0005 SOL avg,Funding cluster: 39 wallets; Micro-buys: 0.0005 SOL median
XdxgCivpbKLaDhYydHNwTZGyY8Kqu5psTug7vpofK2v,sybil,0.505,57,30,27,18,0.5566,12.1,8887551,39,0.000,Sybil cluster (39 wallets) | 0.5566 SOL avg,Funding cluster: 39 wallets
EYCJqE2yKe3MMsi2M5hmyQU5mX84bL7q9eAz8zHknqZH,sybil,0.500,9,5,4,5,1.6614,193.1,211243,41,0.000,Sybil cluster (41 wallets) | 1.6614 SOL avg,Funding cluster: 41 wallets
2Q2GySjfEKyq4xvAfUyGJ6GQEiNjNZqHA9mG43FRJK1r,sybil,0.500,3,2,1,2,1.1436,104.9,272279,41,0.000,Sybil cluster (41 wallets) | 1.1436 SOL avg,Funding cluster: 41 wallets
ETfcS2CEPcDZn2r2KiiWMPbywkaMiL163QnDiLuRwG9A,deployer,1.000,1,1,0,1,0.0099,0.0,5782376,1,0.000,Deployer (1 tokens),Created 1 token(s)
3gt5KGYQJHenYndJZEXFSahd9ouBGHM3XevxgLdZnQLg,deployer,1.000,12,6,6,6,0.0036,129.9,6343141,41,0.000,Deployer (6 tokens),Created 3 token(s)
Du4tdrAEdpahDAwkt5JyPauCEaTcr8ND87r6iVpph6Ax,sybil,0.500,4,2,2,2,0.3411,159.5,137578,50,0.000,Sybil cluster (50 wallets) | 0.3411 SOL avg,Funding cluster: 50 wallets
5vohCB8dPT64khmQj2LdpthVaN6543Wjqx1z9tRjmjZQ,sybil,0.500,9,5,4,5,0.9140,80.9,130719,50,0.000,Sybil cluster (50 wallets) | 0.9140 SOL avg,Funding cluster: 50 wallets
46yjnd9pd3kH5hd8MAVNPc4PEygVFtByGyqLd28qBdpy,sybil,0.529,9,9,0,1,0.0110,0.0,0,33,0.000,Sybil cluster (33 wallets) | 0.0110 SOL avg,Funding cluster: 33 wallets; Micro-buys: 0.0110 SOL median; Concentrated volume: 88.0% in smallest 8 buys
AXB1SM48trQBxZgcHJJfmFwMazs7jr58ezYd816aWnAp,sybil,0.500,9,5,4,5,2.2564,103.5,172852,42,0.000,Sybil cluster (42 wallets) | 2.2564 SOL avg,Funding cluster: 42 wallets
E56DYqvnQ9Q1fjMmAizJW8hUceGayji22SvHzkpmxsi2,metric_bot,0.528,10,5,5,5,0.7263,24.8,143128,1,0.400,Metric bot (40% burst-triggered) | 25s hold,
GFzkEwGmhPaZ1m58zBj3oMkYDGzBPvUF5pW7Ysp2478V,sybil,0.500,6,4,2,2,0.3080,47.3,24444444,17,0.000,Sybil cluster (17 wallets) | 0.3080 SOL avg,Funding cluster: 14 wallets
7bmapjobLx5Vd2q2SkKbDcgD9TU8Qi5FvXQfoH3S8jCM,metric_bot,0.524,10,6,4,5,1.9572,73.4,191569,1,1.000,Metric bot (100% burst-triggered) | 73s hold,Burst-triggered: 6/6 buys after bursts
5HZ3ic2cpHgbGWJh7iNok9SVQmpaT2Xjndyoj4QdEQpM,sybil,0.500,6,3,3,1,0.1090,426.6,802169,13,0.000,Sybil cluster (13 wallets) | 0.1090 SOL avg,Funding cluster: 13 wallets
CvvQgPp12gvQZ5CrYdFB2cyo31raUtzZE3HdwLR9D9o,metric_bot,0.551,6,3,3,3,0.8060,23.7,201584,1,0.667,Metric bot (67% burst-triggered) | 24s hold,Consistent delay: std=0.28s; Fast flips: 23.7s median hold
FXpH5UXxjDYjNhWQgfnphQJFPtpZ3RKgXSxPKyE8QkTq,sybil,0.500,9,7,2,4,0.0433,215.0,2222221,43,0.000,Sybil cluster (43 wallets) | 0.0433 SOL avg,Funding cluster: 43 wallets
AbZBb454yrYhE1hni7hsj58BHerrWdVSWBCapeTnQavJ,metric_bot,0.526,9,5,4,5,0.9159,73.3,138388,1,0.800,Metric bot (80% burst-triggered) | 73s hold,
3qG3oLhqvTpgDmsAdSyqbU3tkLCZSnKYmK2Z4JxBmhXh,deployer,1.000,2,1,1,1,0.9877,2547.5,7160986,1,0.000,Deployer (1 tokens),Created 1 token(s)
81iFHtLczLXFLBhSPvXPLkrXzAtd6FuvRb1ykT1guGZt,sybil,0.500,4,3,1,1,0.0326,856.0,1666666,30,0.000,Sybil cluster (30 wallets) | 0.0326 SOL avg,Funding cluster: 30 wallets
DzMRrprXoLY4ZvtbzYLwUu9bsGKbhXSsk6AVjvrAmNVG,sybil,0.500,8,4,4,4,2.3428,71.5,187163,40,0.000,Sybil cluster (40 wallets) | 2.3428 SOL avg,Funding cluster: 40 wallets
DUUxTnB7eMry4JjZeTCHdC33ScgoMZygxBUPViMwLZMF,sybil,0.500,7,4,3,3,0.2794,53.4,1,49,0.000,Sybil cluster (49 wallets) | 0.2794 SOL avg,Funding cluster: 49 wallets
CH9xYQKYke8D9U1frYzgoRfkibvc5EsoKDAEyX9xncaK,sybil,0.500,7,4,3,3,0.3431,53.2,1,41,0.000,Sybil cluster (41 wallets) | 0.3431 SOL avg,Funding cluster: 41 wallets
5g8M6M5fjfqxC78y5GDAURgtBP2u9EvgSVz1nz2qDcYq,sybil,0.500,7,4,3,3,0.3921,53.0,23803128,42,0.000,Sybil cluster (42 wallets) | 0.3921 SOL avg,Funding cluster: 42 wallets
9iNvBLDBN9TN7mHYNTVfoYuNakzeyA7fBYyo5GNHx5gX,metric_bot,0.513,8,4,4,4,0.6441,24.6,148914,1,0.750,Metric bot (75% burst-triggered) | 25s hold,Fast flips: 24.6s median hold
72f9SyC4vXhRCAc4RU1GHNaWnMr55uwtSujqb6kNckXe,sybil,0.500,10,6,4,4,0.0563,613.0,1000000,14,0.000,Sybil cluster (14 wallets) | 0.0563 SOL avg,Funding cluster: 14 wallets
4WiozE7jRZumh6ZjCEqyRmoKfTFYHZZ7PkX5qZo3vz7t,sybil,0.500,7,4,3,4,0.8961,67.2,144342,50,0.000,Sybil cluster (50 wallets) | 0.8961 SOL avg,Funding cluster: 50 wallets
4XNK9HgakQfZyhrFCn5ACcBUgz5h36nu7x7huXkeQxV5,sybil,0.500,8,5,3,4,1.8529,154.8,143867,52,0.000,Sybil cluster (52 wallets) | 1.8529 SOL avg,Funding cluster: 52 wallets
fDeHtAXKK35tkiz7VjKPsCHiW7nmSZt4HPpVfRauEoy,sybil,0.504,27,17,10,6,0.0498,11.2,255712,53,0.000,Sybil cluster (53 wallets) | 0.0498 SOL avg,Funding cluster: 53 wallets
A9Xoti6y1qivev8TwzcYaUmm4hkxb7JtEYCwp69MNx6a,sybil,0.500,7,4,3,4,0.6543,79.2,179124,52,0.000,Sybil cluster (52 wallets) | 0.6543 SOL avg,Funding cluster: 52 wallets
8XKim3Ups6J7Bme6M1h4z3zKB4bRfFVc5vbwQ3XYW6Mh,metric_bot,0.524,6,3,3,3,0.6843,25.4,204068,1,0.667,Metric bot (67% burst-triggered) | 25s hold,
YRXTuHhTsVXue9dmf6xov5N4FbVr6y63QcEQj4pTFMc,sybil,0.500,7,4,3,4,2.2978,72.7,144415,52,0.000,Sybil cluster (52 wallets) | 2.2978 SOL avg,Funding cluster: 52 wallets
13UNDMX2U78PKzsZXAuEsnq3TeRzQwJGLQSN6nGvLHm1,sybil,0.500,7,4,3,4,2.3313,69.3,136472,50,0.000,Sybil cluster (50 wallets) | 2.3313 SOL avg,Funding cluster: 50 wallets
dk11bDWPAfNg7X5HzKsogJHFpJYka6gbeZrDWpEgNCF,sybil,0.500,10,5,5,4,0.0780,1.5,271828,34,0.000,Sybil cluster (34 wallets) | 0.0780 SOL avg,Funding cluster: 34 wallets
8CMg4Gep6GgwHgnkGvoCaoJ6jPRYjM7iY73trZN2vW8Z,sybil,0.500,6,3,3,3,0.7547,23.7,213897,55,0.000,Sybil cluster (55 wallets) | 0.7547 SOL avg,Funding cluster: 55 wallets
AWo1Ekbu8DL8CYrYiVAw7SVWSxLHTcnU4sAAeBLHxTyN,sybil,0.500,5,3,2,3,0.3694,104.2,256000,41,0.000,Sybil cluster (41 wallets) | 0.3694 SOL avg,Funding cluster: 41 wallets
23fBm7XZQiAfSjuLYTPGFimWauQoLb7NZ6YNa3XRd4ww,sybil,0.500,7,4,3,4,2.3247,63.7,169007,39,0.000,Sybil cluster (39 wallets) | 2.3247 SOL avg,Funding cluster: 39 wallets
DWXYJP1jM91vfAHpcMv3PHJ3sLfBaiZtjsp7PLixNuxk,sybil,0.500,4,2,2,2,0.0978,157.7,5450581,52,0.000,Sybil cluster (52 wallets) | 0.0978 SOL avg,Funding cluster: 52 wallets
5kjLp1qLpCLtNeT2Ho1QfroJYJJPaB39NijfH6dJwfco,deployer,1.000,4,1,3,1,3.9600,7.6,8884619,4,0.000,Deployer (1 tokens),Created 1 token(s)
5z3KwyfCtVMj6dtE5FggwaGTg432wdvEGrDxK9HBergL,sybil,0.500,6,3,3,3,0.1081,40.0,1,52,0.000,Sybil cluster (52 wallets) | 0.1081 SOL avg,Funding cluster: 52 wallets
4NFg6am9Ms8V8TvvpjtGmbYDHLwqibfBsQcKFuqfic9A,sybil,0.500,6,4,2,3,1.7341,143.3,103423,39,0.000,Sybil cluster (39 wallets) | 1.7341 SOL avg,Funding cluster: 39 wallets
9zaiYFTrW5K2i3eCYxePvdKgJDMZ752XmjHD6CyqjSzm,sybil,0.500,7,3,4,1,0.4678,33.3,6428571,46,0.000,Sybil cluster (46 wallets) | 0.4678 SOL avg,Funding cluster: 46 wallets
EDnmdk5KGtDckP1mcbtPKRkAwC1pagBNYGafs67WUGe7,sybil,0.500,5,3,2,3,0.3674,156.8,164108,52,0.000,Sybil cluster (52 wallets) | 0.3674 SOL avg,Funding cluster: 52 wallets
2Mp2JRmX9foSuDJonabXHzBUVd2zKCqSpEhtgaf7Tds9,sybil,0.500,15,7,8,2,0.7148,40.6,9000000,14,0.000,Sybil cluster (14 wallets) | 0.7148 SOL avg,Funding cluster: 14 wallets
E2QCfK94KHEoUmzvuSVZZzz9XazqSVBj4gfdzBHvvww6,metric_bot,0.523,6,3,3,3,0.7489,28.5,98513,1,0.667,Metric bot (67% burst-triggered) | 29s hold,
7niTHDDs8RYdHahXG8yjbo58GpBbqkc6oAXbkzw62Aj1,sybil,0.500,4,1,3,1,0.5655,38.4,13750000,14,0.000,Sybil cluster (14 wallets) | 0.5655 SOL avg,Funding cluster: 14 wallets
9R44AK7tCw1BxmbeH9A9wMx6fhmpqFErC43Upu2twtSg,sybil,0.500,12,6,6,6,0.0424,180.1,1000000,53,0.000,Sybil cluster (53 wallets) | 0.0424 SOL avg,Funding cluster: 53 wallets
HdaQSZ25tdCRozVcbbbMBHtPd4c781tuMLRHtdPzVB7D,metric_bot,0.549,6,3,3,3,0.7897,20.7,135572,1,1.000,Metric bot (100% burst-triggered) | 21s hold,Fast flips: 20.7s median hold
AW5ZbVjahweQP37Xp25JfRkgXYsaTUVSzMTCKgwW9La1,sybil,0.500,4,2,2,1,0.3545,23.5,15000000,38,0.000,Sybil cluster (38 wallets) | 0.3545 SOL avg,Funding cluster: 38 wallets
2vPuovwv7FKyw4yntA4H7nFKLjAuAZzBUjKFDKbSnarC,sybil,0.500,5,2,3,1,0.7165,156.2,12000000,14,0.000,Sybil cluster (14 wallets) | 0.7165 SOL avg,Funding cluster: 14 wallets
BvpY1SS81j3jtEuSGn95Ed3ag4kz8bTUTiz1H92fuCwE,sybil,0.500,8,6,2,3,1.0891,40.7,144248,54,0.000,Sybil cluster (54 wallets) | 1.0891 SOL avg,Funding cluster: 54 wallets
